timesteps,datetime,temperature,SHORT,NOISE,CONSTANT
70,2004-02-29 12:08:16.776717,21.2526,False,False,False
71,2004-02-29 12:38:16.776717,21.1546,False,False,False
72,2004-02-29 13:08:16.776717,21.184,False,False,False
73,2004-02-29 13:38:16.776717,21.4388,False,False,False
74,2004-02-29 14:08:16.776717,21.4682,False,False,False
75,2004-02-29 14:38:16.776717,21.3408,False,False,False
76,2004-02-29 15:08:16.776717,20.9488,False,False,False
77,2004-02-29 15:38:16.776717,20.743,False,False,False
78,2004-02-29 16:08:16.776717,20.4882,False,False,False
79,2004-02-29 16:38:16.776717,20.3314,False,False,False
80,2004-02-29 17:08:16.776717,20.1648,False,False,False
81,2004-02-29 17:38:16.776717,19.9884,False,False,False
82,2004-02-29 18:08:16.776717,19.8806,False,False,False
83,2004-02-29 18:38:16.776717,19.6846,False,False,False
84,2004-02-29 19:08:16.776717,19.5376,False,False,False
85,2004-02-29 19:38:16.776717,19.4984,False,False,False
86,2004-02-29 20:08:16.776717,19.3612,False,False,False
87,2004-02-29 20:38:16.776717,19.3024,False,False,False
88,2004-02-29 21:08:16.776717,19.2338,False,False,False
89,2004-02-29 21:38:16.776717,19.1652,False,False,False
90,2004-02-29 22:08:16.776717,19.1456,False,False,False
91,2004-02-29 22:38:16.776717,19.1064,False,False,False
92,2004-02-29 23:08:16.776717,18.9496,False,False,False
93,2004-02-29 23:38:16.776717,18.93,False,False,False
94,2004-03-01 00:08:16.776717,18.8516,False,False,False
95,2004-03-01 00:38:16.776717,18.7536,False,False,False
96,2004-03-01 01:08:16.776717,18.6948,False,False,False
97,2004-03-01 01:38:16.776717,18.5772,False,False,False
98,2004-03-01 02:08:16.776717,18.489,False,False,False
99,2004-03-01 02:38:16.776717,18.391,False,False,False
100,2004-03-01 03:08:16.776717,18.3518,False,False,False
101,2004-03-01 03:38:16.776717,18.3224,False,False,False
102,2004-03-01 04:08:16.776717,18.2146,False,False,False
103,2004-03-01 04:38:16.776717,18.1068,False,False,False
104,2004-03-01 05:08:16.776717,18.0284,False,False,False
105,2004-03-01 05:38:16.776717,17.8716,False,False,False
106,2004-03-01 06:08:16.776717,17.754,False,False,False
107,2004-03-01 06:38:16.776717,17.754,False,False,False
108,2004-03-01 07:08:16.776717,20.1452,False,False,False
109,2004-03-01 07:38:16.776717,20.279942770757927,False,True,False
110,2004-03-01 08:08:16.776717,19.313648450927342,False,True,False
111,2004-03-01 08:38:16.776717,23.43200864664533,False,True,False
112,2004-03-01 09:08:16.776717,21.355075997481883,False,True,False
113,2004-03-01 09:38:16.776717,21.24434317126539,False,True,False
114,2004-03-01 10:08:16.776717,23.922415287357197,False,True,False
115,2004-03-01 10:38:16.776717,21.179423080680095,False,True,False
116,2004-03-01 11:08:16.776717,21.17404355499081,False,True,False
117,2004-03-01 11:38:16.776717,23.14904121904601,False,True,False
118,2004-03-01 12:08:16.776717,24.475608300895342,False,True,False
119,2004-03-01 12:38:16.776717,24.472489128759804,False,True,False
120,2004-03-01 13:08:16.776717,23.309767033862983,False,True,False
121,2004-03-01 13:38:16.776717,23.207725783927952,False,True,False
122,2004-03-01 14:08:16.776717,26.185408548935605,False,True,False
123,2004-03-01 14:38:16.776717,28.327928871643913,False,True,False
124,2004-03-01 15:08:16.776717,25.27353382092515,False,True,False
125,2004-03-01 15:38:16.776717,24.155467030613636,False,True,False
126,2004-03-01 16:08:16.776717,25.047306178739465,False,True,False
127,2004-03-01 16:38:16.776717,23.630293249315415,False,True,False
128,2004-03-01 17:08:16.776717,24.36105019975952,False,True,False
129,2004-03-01 17:38:16.776717,23.86309583863733,False,True,False
130,2004-03-01 18:08:16.776717,22.48998722234371,False,True,False
131,2004-03-01 18:38:16.776717,22.282919359487096,False,True,False
132,2004-03-01 19:08:16.776717,22.115548533546978,False,True,False
133,2004-03-01 19:38:16.776717,21.11991483938593,False,True,False
134,2004-03-01 20:08:16.776717,23.252793937677882,False,True,False
135,2004-03-01 20:38:16.776717,20.86656311701873,False,True,False
136,2004-03-01 21:08:16.776717,21.66195063995964,False,True,False
137,2004-03-01 21:38:16.776717,22.012031506000223,False,True,False
138,2004-03-01 22:08:16.776717,21.981309931604002,False,True,False
139,2004-03-01 22:38:16.776717,18.53689698840348,False,True,False
140,2004-03-01 23:08:16.776717,20.593392047114975,False,True,False
141,2004-03-01 23:38:16.776717,20.885426778740477,False,True,False
142,2004-03-02 00:08:16.776717,20.15141200220675,False,True,False
143,2004-03-02 00:38:16.776717,19.070661206674338,False,True,False
144,2004-03-02 01:08:16.776717,20.896277252040008,False,True,False
145,2004-03-02 01:38:16.776717,18.296144241478487,False,True,False
146,2004-03-02 02:08:16.776717,19.382201703471637,False,True,False
147,2004-03-02 02:38:16.776717,18.512408689321543,False,True,False
148,2004-03-02 03:08:16.776717,19.471410251578618,False,True,False
149,2004-03-02 03:38:16.776717,19.50119351432651,False,True,False
150,2004-03-02 04:08:16.776717,16.54897427788244,False,True,False
151,2004-03-02 04:38:16.776717,16.21902601775195,False,True,False
152,2004-03-02 05:08:16.776717,17.80405038131277,False,True,False
153,2004-03-02 05:38:16.776717,17.596531293156954,False,True,False
154,2004-03-02 06:08:16.776717,18.376139712250108,False,True,False
155,2004-03-02 06:38:16.776717,18.753819993043404,False,True,False
156,2004-03-02 07:08:16.776717,18.78874189006557,False,True,False
157,2004-03-02 07:38:16.776717,21.04280228817039,False,True,False
158,2004-03-02 08:08:16.776717,22.744463484968858,False,True,False
159,2004-03-02 08:38:16.776717,27.22284311867635,False,True,False
160,2004-03-02 09:08:16.776717,22.270386297173047,False,True,False
161,2004-03-02 09:38:16.776717,24.611904784156863,False,True,False
162,2004-03-02 10:08:16.776717,25.32383499393191,False,True,False
163,2004-03-02 10:38:16.776717,24.77241385294384,False,True,False
164,2004-03-02 11:08:16.776717,23.098184735749957,False,True,False
165,2004-03-02 11:38:16.776717,22.76956560935412,False,True,False
166,2004-03-02 12:08:16.776717,23.635599498761447,False,True,False
167,2004-03-02 12:38:16.776717,23.55263831667938,False,True,False
168,2004-03-02 13:08:16.776717,23.47924031952345,False,True,False
169,2004-03-02 13:38:16.776717,24.414859465472315,False,True,False
170,2004-03-02 14:08:16.776717,22.694377955408314,False,True,False
171,2004-03-02 14:38:16.776717,23.28921970753219,False,True,False
172,2004-03-02 15:08:16.776717,24.58536980497849,False,True,False
173,2004-03-02 15:38:16.776717,23.318344103478218,False,True,False
174,2004-03-02 16:08:16.776717,34.341743890891784,True,True,False
175,2004-03-02 16:38:16.776717,21.738579353552186,False,True,False
176,2004-03-02 17:08:16.776717,21.485490264685012,False,True,False
177,2004-03-02 17:38:16.776717,21.872859531198536,False,True,False
178,2004-03-02 18:08:16.776717,21.624245445537714,False,True,False
179,2004-03-02 18:38:16.776717,22.418154695844734,False,True,False
180,2004-03-02 19:08:16.776717,22.160692792677633,False,True,False
181,2004-03-02 19:38:16.776717,23.26787913216891,False,True,False
182,2004-03-02 20:08:16.776717,20.669045739024416,False,True,False
183,2004-03-02 20:38:16.776717,23.758313520871013,False,True,False
184,2004-03-02 21:08:16.776717,22.395155298710723,False,True,False
185,2004-03-02 21:38:16.776717,21.947205939959552,False,True,False
186,2004-03-02 22:08:16.776717,18.900657643755505,False,True,False
187,2004-03-02 22:38:16.776717,22.175310973401842,False,True,False
188,2004-03-02 23:08:16.776717,17.641664024330748,False,True,False
189,2004-03-02 23:38:16.776717,20.342959457037367,False,True,False
190,2004-03-03 00:08:16.776717,15.697381795039476,False,True,False
191,2004-03-03 00:38:16.776717,19.98405335446767,False,True,False
192,2004-03-03 01:08:16.776717,20.508126394558577,False,True,False
193,2004-03-03 01:38:16.776717,19.90555768039331,False,True,False
194,2004-03-03 02:08:16.776717,18.93107349310817,False,True,False
195,2004-03-03 02:38:16.776717,19.03223002453387,False,True,False
196,2004-03-03 03:08:16.776717,16.188822814755493,False,True,False
197,2004-03-03 03:38:16.776717,19.311092316760572,False,True,False
198,2004-03-03 04:08:16.776717,18.142761940363428,False,True,False
199,2004-03-03 04:38:16.776717,19.728341942973536,False,True,False
200,2004-03-03 05:08:16.776717,20.705292000611756,False,True,False
201,2004-03-03 05:38:16.776717,20.555446682991757,False,True,False
202,2004-03-03 06:08:16.776717,17.161361585097914,False,True,False
203,2004-03-03 06:38:16.776717,17.673007021856545,False,True,False
204,2004-03-03 07:08:16.776717,21.160939470638702,False,True,False
205,2004-03-03 07:38:16.776717,24.3925002902884,False,True,False
206,2004-03-03 08:08:16.776717,23.55790891451519,False,True,False
207,2004-03-03 08:38:16.776717,24.48953030353012,False,True,False
208,2004-03-03 09:08:16.776717,25.15095014805354,False,True,False
209,2004-03-03 09:38:16.776717,24.5356,False,False,False
210,2004-03-03 10:08:16.776717,23.9084,False,False,False
211,2004-03-03 10:38:16.776717,23.928,False,False,False
212,2004-03-03 11:08:16.776717,23.781,False,False,False
213,2004-03-03 11:38:16.776717,22.9284,False,False,False
214,2004-03-03 12:08:16.776717,22.5168,False,False,False
215,2004-03-03 12:38:16.776717,22.1346,False,False,False
216,2004-03-03 13:08:16.776717,23.1146,False,False,False
217,2004-03-03 13:38:16.776717,23.4086,False,False,False
218,2004-03-03 14:08:16.776717,22.8892,False,False,False
219,2004-03-03 14:38:16.776717,23.1244,False,False,False
220,2004-03-03 15:08:16.776717,23.4478,False,False,False
221,2004-03-03 15:38:16.776717,23.1342,False,False,False
222,2004-03-03 16:08:16.776717,23.144,False,False,False
223,2004-03-03 16:38:16.776717,22.4972,False,False,False
224,2004-03-03 17:08:16.776717,22.6736,False,False,False
225,2004-03-03 17:38:16.776717,23.0068,False,False,False
226,2004-03-03 18:08:16.776717,22.948,False,False,False
227,2004-03-03 18:38:16.776717,22.6736,False,False,False
228,2004-03-03 19:08:16.776717,22.5364,False,False,False
229,2004-03-03 19:38:16.776717,22.3404,False,False,False
230,2004-03-03 20:08:16.776717,22.1542,False,False,False
231,2004-03-03 20:38:16.776717,21.9484,False,False,False
232,2004-03-03 21:08:16.776717,21.968,False,False,False
233,2004-03-03 21:38:16.776717,21.8112,False,False,False
234,2004-03-03 22:08:16.776717,21.6348,False,False,False
235,2004-03-03 22:38:16.776717,53.5725,True,False,False
236,2004-03-03 23:08:16.776717,21.3604,False,False,False
237,2004-03-03 23:38:16.776717,21.1644,False,False,False
238,2004-03-04 00:08:16.776717,21.0076,False,False,False
239,2004-03-04 00:38:16.776717,20.7234,False,False,False
240,2004-03-04 01:08:16.776717,20.449,False,False,False
241,2004-03-04 01:38:16.776717,20.1452,False,False,False
242,2004-03-04 02:08:16.776717,19.861,False,False,False
243,2004-03-04 02:38:16.776717,19.714,False,False,False
244,2004-03-04 03:08:16.776717,19.5082,False,False,False
245,2004-03-04 03:38:16.776717,19.3808,False,False,False
246,2004-03-04 04:08:16.776717,19.1848,False,False,False
247,2004-03-04 04:38:16.776717,19.0084,False,False,False
248,2004-03-04 05:08:16.776717,18.8418,False,False,False
249,2004-03-04 05:38:16.776717,18.8516,False,False,False
250,2004-03-04 06:08:16.776717,18.7536,False,False,False
251,2004-03-04 06:38:16.776717,18.6164,False,False,False
252,2004-03-04 07:08:16.776717,20.6744,False,False,False
253,2004-03-04 07:38:16.776717,22.8108,False,False,False
254,2004-03-04 08:08:16.776717,23.5458,False,False,False
255,2004-03-04 08:38:16.776717,23.4968,False,False,False
256,2004-03-04 09:08:16.776717,24.3592,False,False,False
257,2004-03-04 09:38:16.776717,24.4768,False,False,False
258,2004-03-04 10:08:16.776717,24.9668,False,False,False
259,2004-03-04 10:38:16.776717,23.6536,False,False,False
260,2004-03-04 11:08:16.776717,23.8104,False,False,False
261,2004-03-04 11:38:16.776717,23.9476,False,False,False
262,2004-03-04 12:08:16.776717,24.1044,False,False,False
263,2004-03-04 12:38:16.776717,24.5356,False,False,False
264,2004-03-04 13:08:16.776717,24.3592,False,False,False
265,2004-03-04 13:38:16.776717,24.4082,False,False,False
266,2004-03-04 14:08:16.776717,24.1044,False,False,False
267,2004-03-04 14:38:16.776717,23.3498,False,False,False
268,2004-03-04 15:08:16.776717,22.948,False,False,False
269,2004-03-04 15:38:16.776717,22.5658,False,False,False
270,2004-03-04 16:08:16.776717,22.3502,False,False,False
271,2004-03-04 16:38:16.776717,21.919,False,False,False
272,2004-03-04 17:08:16.776717,21.7132,False,False,False
273,2004-03-04 17:38:16.776717,21.5466,False,False,False
274,2004-03-04 18:08:16.776717,21.7034,False,False,False
275,2004-03-04 18:38:16.776717,21.9288,False,False,False
276,2004-03-04 19:08:16.776717,21.9092,False,False,False
277,2004-03-04 19:38:16.776717,21.7328,False,False,False
278,2004-03-04 20:08:16.776717,21.5858,False,False,False
279,2004-03-04 20:38:16.776717,21.4584,False,False,False
280,2004-03-04 21:08:16.776717,21.331,False,False,False
281,2004-03-04 21:38:16.776717,21.1938,False,False,False
282,2004-03-04 22:08:16.776717,21.0566,False,False,False
283,2004-03-04 22:38:16.776717,20.9684,False,False,False
284,2004-03-04 23:08:16.776717,20.8704,False,False,False
285,2004-03-04 23:38:16.776717,20.7724,False,False,False
286,2004-03-05 00:08:16.776717,20.6548,False,False,False
287,2004-03-05 00:38:16.776717,20.596,False,False,False
288,2004-03-05 01:08:16.776717,20.449,False,False,False
289,2004-03-05 01:38:16.776717,20.3902,False,False,False
290,2004-03-05 02:08:16.776717,20.2236,False,False,False
291,2004-03-05 02:38:16.776717,20.1648,False,False,False
292,2004-03-05 03:08:16.776717,20.0178,False,False,False
293,2004-03-05 03:38:16.776717,19.861,False,False,False
294,2004-03-05 04:08:16.776717,19.7434,False,False,False
295,2004-03-05 04:38:16.776717,19.616,False,False,False
296,2004-03-05 05:08:16.776717,19.5376,False,False,False
297,2004-03-05 05:38:16.776717,19.4886,False,False,False
298,2004-03-05 06:08:16.776717,19.4886,False,False,False
299,2004-03-05 06:38:16.776717,19.4494,False,False,False
300,2004-03-05 07:08:16.776717,22.311,False,False,False
301,2004-03-05 07:38:16.776717,24.1632,False,False,False
302,2004-03-05 08:08:16.776717,23.928,False,False,False
303,2004-03-05 08:38:16.776717,24.7316,False,False,False
304,2004-03-05 09:08:16.776717,23.4674,False,False,False
305,2004-03-05 09:38:16.776717,23.0068,False,False,False
306,2004-03-05 10:08:16.776717,23.1636,False,False,False
307,2004-03-05 10:38:16.776717,22.9774,False,False,False
308,2004-03-05 11:08:16.776717,22.5364,False,False,False
309,2004-03-05 11:38:16.776717,22.5364,False,False,False
310,2004-03-05 12:08:16.776717,22.1836,False,False,False
311,2004-03-05 12:38:16.776717,22.3404,False,False,False
312,2004-03-05 13:08:16.776717,22.8206,False,False,False
313,2004-03-05 13:38:16.776717,23.046,False,False,False
314,2004-03-05 14:08:16.776717,22.9676,False,False,False
315,2004-03-05 14:38:16.776717,22.8206,False,False,False
316,2004-03-05 15:08:16.776717,22.6344,False,False,False
317,2004-03-05 15:38:16.776717,22.6344,False,False,False
318,2004-03-05 16:08:16.776717,22.4384,False,False,False
319,2004-03-05 16:38:16.776717,22.262,False,False,False
320,2004-03-05 17:08:16.776717,22.0268,False,False,False
321,2004-03-05 17:38:16.776717,21.87,False,False,False
322,2004-03-05 18:08:16.776717,22.0072,False,False,False
323,2004-03-05 18:38:16.776717,22.017,False,False,False
324,2004-03-05 19:08:16.776717,21.9974,False,False,False
325,2004-03-05 19:38:16.776717,21.8112,False,False,False
326,2004-03-05 20:08:16.776717,21.6544,False,False,False
327,2004-03-05 20:38:16.776717,21.5368,False,False,False
328,2004-03-05 21:08:16.776717,21.331,False,False,False
329,2004-03-05 21:38:16.776717,21.1644,False,False,False
330,2004-03-05 22:08:16.776717,21.184,False,False,False
331,2004-03-05 22:38:16.776717,21.0566,False,False,False
332,2004-03-05 23:08:16.776717,20.988,False,False,False
333,2004-03-05 23:38:16.776717,20.9096,False,False,False
334,2004-03-06 00:08:16.776717,20.7626,False,False,False
335,2004-03-06 00:38:16.776717,20.596,False,False,False
336,2004-03-06 01:08:16.776717,20.4392,False,False,False
337,2004-03-06 01:38:16.776717,20.3216,False,False,False
338,2004-03-06 02:08:16.776717,20.1648,False,False,False
339,2004-03-06 02:38:16.776717,20.106,False,False,False
340,2004-03-06 03:08:16.776717,20.008,False,False,False
341,2004-03-06 03:38:16.776717,19.9884,False,False,False
342,2004-03-06 04:08:16.776717,19.9198,False,False,False
343,2004-03-06 04:38:16.776717,19.8512,False,False,False
344,2004-03-06 05:08:16.776717,19.763,False,False,False
345,2004-03-06 05:38:16.776717,19.6846,False,False,False
346,2004-03-06 06:08:16.776717,19.5768,False,False,False
347,2004-03-06 06:38:16.776717,19.4788,False,False,False
348,2004-03-06 07:08:16.776717,19.4102,False,False,False
349,2004-03-06 07:38:16.776717,19.6062,False,False,False
350,2004-03-06 08:08:16.776717,20.008,False,False,False
351,2004-03-06 08:38:16.776717,21.1644,False,False,False
352,2004-03-06 09:08:16.776717,22.2228,False,False,False
353,2004-03-06 09:38:16.776717,22.6736,False,False,False
354,2004-03-06 10:08:16.776717,23.6928,False,False,False
355,2004-03-06 10:38:16.776717,24.3788,False,False,False
356,2004-03-06 11:08:16.776717,24.8296,False,False,False
357,2004-03-06 11:38:16.776717,25.4176,False,False,False
358,2004-03-06 12:08:16.776717,25.7508,False,False,False
359,2004-03-06 12:38:16.776717,25.8292,False,False,False
360,2004-03-06 13:08:16.776717,26.0252,False,False,False
361,2004-03-06 13:38:16.776717,26.182,False,False,False
362,2004-03-06 14:08:16.776717,25.8194,False,False,False
363,2004-03-06 14:38:16.776717,25.496,False,False,False
364,2004-03-06 15:08:16.776717,25.5548,False,False,False
365,2004-03-06 15:38:16.776717,25.496,False,False,False
366,2004-03-06 16:08:16.776717,25.1922,False,False,False
367,2004-03-06 16:38:16.776717,25.0354,False,False,False
368,2004-03-06 17:08:16.776717,24.8884,False,False,False
369,2004-03-06 17:38:16.776717,24.4376,False,False,False
370,2004-03-06 18:08:16.776717,23.9084,False,False,False
371,2004-03-06 18:38:16.776717,23.536,False,False,False
372,2004-03-06 19:08:16.776717,23.242,False,False,False
373,2004-03-06 19:38:16.776717,22.9676,False,False,False
374,2004-03-06 20:08:16.776717,22.8108,False,False,False
375,2004-03-06 20:38:16.776717,22.6148,False,False,False
376,2004-03-06 21:08:16.776717,22.4776,False,False,False
377,2004-03-06 21:38:16.776717,22.3502,False,False,False
378,2004-03-06 22:08:16.776717,22.1836,False,False,False
379,2004-03-06 22:38:16.776717,21.9974,False,False,False
380,2004-03-06 23:08:16.776717,21.8112,False,False,False
381,2004-03-06 23:38:16.776717,21.6348,False,False,False
382,2004-03-07 00:08:16.776717,21.4976,False,False,False
383,2004-03-07 00:38:16.776717,21.3996,False,False,False
384,2004-03-07 01:08:16.776717,21.282,False,False,False
385,2004-03-07 01:38:16.776717,21.1742,False,False,False
386,2004-03-07 02:08:16.776717,20.9684,False,False,False
387,2004-03-07 02:38:16.776717,20.8312,False,False,False
388,2004-03-07 03:08:16.776717,20.8018,False,False,False
389,2004-03-07 03:38:16.776717,20.7136,False,False,False
390,2004-03-07 04:08:16.776717,20.6058,False,False,False
391,2004-03-07 04:38:16.776717,20.4,False,False,False
392,2004-03-07 05:08:16.776717,20.3608,False,False,False
393,2004-03-07 05:38:16.776717,20.2726,False,False,False
394,2004-03-07 06:08:16.776717,20.1844,False,False,False
395,2004-03-07 06:38:16.776717,20.1354,False,False,False
396,2004-03-07 07:08:16.776717,20.0864,False,False,False
397,2004-03-07 07:38:16.776717,20.3902,False,False,False
398,2004-03-07 08:08:16.776717,21.135,False,False,False
399,2004-03-07 08:38:16.776717,22.1444,False,False,False
400,2004-03-07 09:08:16.776717,22.9676,False,False,False
401,2004-03-07 09:38:16.776717,23.6928,False,False,False
402,2004-03-07 10:08:16.776717,24.4866,False,False,False
403,2004-03-07 10:38:16.776717,25.104,False,False,False
404,2004-03-07 11:08:16.776717,25.545,False,False,False
405,2004-03-07 11:38:16.776717,26.035,False,False,False
406,2004-03-07 12:08:16.776717,26.4368,False,False,False
407,2004-03-07 12:38:16.776717,26.8974,False,False,False
408,2004-03-07 13:08:16.776717,27.2404,False,False,False
409,2004-03-07 13:38:16.776717,27.4168,False,False,False
410,2004-03-07 14:08:16.776717,27.064,False,False,False
411,2004-03-07 14:38:16.776717,26.9464,False,False,False
412,2004-03-07 15:08:16.776717,27.064,False,False,False
413,2004-03-07 15:38:16.776717,26.966,False,False,False
414,2004-03-07 16:08:16.776717,26.9856,False,False,False
415,2004-03-07 16:38:16.776717,26.8484,False,False,False
416,2004-03-07 17:08:16.776717,26.4956,False,False,False
417,2004-03-07 17:38:16.776717,26.0252,False,False,False
418,2004-03-07 18:08:16.776717,25.5352,False,False,False
419,2004-03-07 18:38:16.776717,24.9668,False,False,False
420,2004-03-07 19:08:16.776717,24.6042,False,False,False
421,2004-03-07 19:38:16.776717,24.2906,False,False,False
422,2004-03-07 20:08:16.776717,24.0358,False,False,False
423,2004-03-07 20:38:16.776717,23.8202,False,False,False
424,2004-03-07 21:08:16.776717,23.6438,False,False,False
425,2004-03-07 21:38:16.776717,23.4772,False,False,False
426,2004-03-07 22:08:16.776717,23.34,False,False,False
427,2004-03-07 22:38:16.776717,23.242,False,False,False
428,2004-03-07 23:08:16.776717,23.1244,False,False,False
429,2004-03-07 23:38:16.776717,23.0068,False,False,False
430,2004-03-08 00:08:16.776717,22.9088,False,False,False
431,2004-03-08 00:38:16.776717,22.752,False,False,False
432,2004-03-08 01:08:16.776717,22.752,False,False,False
433,2004-03-08 01:38:16.776717,22.4776,False,False,False
434,2004-03-08 02:08:16.776717,22.3894,False,False,False
435,2004-03-08 02:38:16.776717,22.2816,False,False,False
436,2004-03-08 03:08:16.776717,22.1346,False,False,False
437,2004-03-08 03:38:16.776717,22.0464,False,False,False
438,2004-03-08 04:08:16.776717,21.919,False,False,False
439,2004-03-08 04:38:16.776717,32.7168,True,False,False
440,2004-03-08 05:08:16.776717,21.7034,False,False,False
441,2004-03-08 05:38:16.776717,21.6348,False,False,False
442,2004-03-08 06:08:16.776717,21.576,False,False,False
443,2004-03-08 06:38:16.776717,21.5368,False,False,False
444,2004-03-08 07:08:16.776717,23.7222,False,False,False
445,2004-03-08 07:38:16.776717,24.0848,False,False,False
446,2004-03-08 08:08:16.776717,23.1244,False,False,False
447,2004-03-08 08:38:16.776717,23.7026,False,False,False
448,2004-03-08 09:08:16.776717,23.879,False,False,False
449,2004-03-08 09:38:16.776717,24.4082,False,False,False
450,2004-03-08 10:08:16.776717,24.3788,False,False,False
451,2004-03-08 10:38:16.776717,22.36,False,False,False
452,2004-03-08 11:08:16.776717,22.4188,False,False,False
453,2004-03-08 11:38:16.776717,22.4972,False,False,False
454,2004-03-08 12:08:16.776717,22.5952,False,False,False
455,2004-03-08 12:38:16.776717,22.6834,False,False,False
456,2004-03-08 13:08:16.776717,22.8108,False,False,False
457,2004-03-08 13:38:16.776717,22.6344,False,False,False
458,2004-03-08 14:08:16.776717,22.5952,False,False,False
459,2004-03-08 14:38:16.776717,22.7128,False,False,False
460,2004-03-08 15:08:16.776717,22.7324,False,False,False
461,2004-03-08 15:38:16.776717,22.475211664659618,False,True,False
462,2004-03-08 16:08:16.776717,24.118132404740646,False,True,False
463,2004-03-08 16:38:16.776717,21.022937210910644,False,True,False
464,2004-03-08 17:08:16.776717,21.38895325328371,False,True,False
465,2004-03-08 17:38:16.776717,20.782903698562777,False,True,False
466,2004-03-08 18:08:16.776717,23.73620815620269,False,True,False
467,2004-03-08 18:38:16.776717,21.148839289595855,False,True,False
468,2004-03-08 19:08:16.776717,23.099531261924437,False,True,False
469,2004-03-08 19:38:16.776717,22.779560595197083,False,True,False
470,2004-03-08 20:08:16.776717,24.13456276147652,False,True,False
